,text,url
0,,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxUyzGugzAMANDTJGNkHEPC4OEvDF_qIUwMJRIkiFKk3r5Sl6r7e8rYiSY7cRMoRAAPZBfGiDRhSy2SYugUQkBPnkDGdqIZbOYGsaOeQk-uh4jx-wG8-5dLbpJXl8tcDcGYVXO5V5fqZldeznM3_s_gYHAQ3XJxP-Lg_ah7fcjqkhRRMQSS0vOQ9PqAi_EdAAD__05hNtg__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMfcfNp3F$
1,Click here,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMzU1qwzAQQOHTyEsx1siWvdCiJWhR2lLICSb6SabIlpCdmNy-0E27f48vWDVS8F20vdFmAkDQ3c2OSHGYTI8-9BrhgnEAGhIk7E2MCB3bXqlRz9rMWs4wqenvB0D5Rg_6IM6S11SEhguHwOu1SF-WLtvbvtdN4ItQTih3HIf8Hwjl4kKc38uVV4EutbIIPJ2I8_OVw2fZ2Ueh3Hk532vNHNtXK4lzlN9b7ZqtrdSyUZaeVgokNJD390b--cs_rPoJAAD__11LTUw__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMXcydrQP$
2,Project Manager - Heart Health Hub,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqhDAQQL9mPIbJJCbxkMPCIrS09NAvGJOoATUS3ZX-faE9tNfHe_CiJ8MxNMlLq61DVKib2dtgnGsTuhDliGpUybJkVDJoicZRk70kMrrTttOiQ0fur0dU4pWf_M55EXkbC2gccox5m4oIZW0WP5_nfoC6AfVA_XVd4r8A1KeV8_JWpryB6sdaVlD3Icfbkur5-RiOUPOQqpjPFcgMOX7U6SWCumtJqu1aB2TOLdZfhtpYS66pfq9lLwcvIvDGkUEjh_CoHL5-xp6evgMAAP__yMJSew__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMS7dPaxd$
3,CMHA.RFP2025.021,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqhDAQQL9mPIbJJCbxkMPCIrS09NAvGJOoATUS3ZX-faE9tNfHe_CiJ8MxNMlLq61DVKib2dtgnGsTuhDliGpUybJkVDJoicZRk70kMrrTttOiQ0fur0dU4pWf_M55EXkbC2gccox5m4oIZW0WP5_nfoC6AfVA_XVd4r8A1KeV8_JWpryB6sdaVlD3Icfbkur5-RiOUPOQqpjPFcgMOX7U6SWCumtJqu1aB2TOLdZfhtpYS66pfq9lLwcvIvDGkUEjh_CoHL5-xp6evgMAAP__yMJSew__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMS7dPaxd$
4,Addendum,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMzsFq8zAQBOCnkY9itVIk-6BDIBj-n5Ye-gQrrZIIbMnIdkzfviQ9tHP8mIFhj5Y4dskrZ1wPoMF0d-_IacXAYJJTFC0oyzQojYGUCenUZa8QrRmMG4wcoMf-dw-g5X960DvlSeZyrcJAyMy53KqMde4mf9-2ZRX6LHAUOB7HIf8WBI5ppjy91VsuQo_XVmehL8ScCu_zeUpt-9zDGlsOqcn7Ngu0IfNHu_1joS9GoT4Np16g3Qq3HwNjncOnEfOLFDyDXfNLq0tdaZKRCjEJAxTj3ih-vf4-PH4HAAD__7JGWS4__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMbUjqh1j$
5,Listowel Memorial Hospital Building Improvement Project,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjk1rhDAQQH_NeAyTSdTkkMPCIrS09NBfMCZ-DKiR6K703xfaQ3t9vAcvBWo4xWoIurWtQzRoqznokTUZJo5jrF3LrF0bHXke6wE960qCJmqst623yqMj99cjGvXKT35nWZRsYwaLvaQk25RVzGu1hPk89wPMDagD6q7rUv8FoG5YWZa3PMkGphtLXsHce0m3ZSjn56M_YpF-KGo-V6Cml_RRppcE5m61Rt8gAjXnlsovQ2tqR64qYS95zwcvKvLGicEix_goHL9-xp6BvgMAAP__cFRTJg__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMb_Eg8U7$
6,LWHA BIP205347,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjk1rhDAQQH_NeAyTSdTkkMPCIrS09NBfMCZ-DKiR6K703xfaQ3t9vAcvBWo4xWoIurWtQzRoqznokTUZJo5jrF3LrF0bHXke6wE960qCJmqst623yqMj99cjGvXKT35nWZRsYwaLvaQk25RVzGu1hPk89wPMDagD6q7rUv8FoG5YWZa3PMkGphtLXsHce0m3ZSjn56M_YpF-KGo-V6Cml_RRppcE5m61Rt8gAjXnlsovQ2tqR64qYS95zwcvKvLGicEix_goHL9-xp6BvgMAAP__cFRTJg__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMb_Eg8U7$
7,Closing Date,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMj8Fq8zAQhJ9mfRSrlSLZBx0CwfD_tPTQJ1hr5URgS0FxYvr2JemhnePHDMwngRxL7FLQ3voe0aDtLiGliJHYyOCM9zpN2s1pTuInf0Dv-i4HTeTsYP1g1YA99b97RKP-84PfOS8ql7mCxSmL5HKuKta1W8Jl2643MEegEWjc9139LQCNaeW8vNVzLmDGudUVzIlFUpH7elxS2z7v0y22PKWmLtsK5KYsH-38T8CcrNY4OEQgtxVpPwytOfTUw9NXXkjjM9S1cG31Wm-8qMiFhcEix3hvHL9efx-BvgMAAP__PWVZog__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMUzY2XYD$
8,Question and Answers,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMj8Fq8zAQhJ9mfRTrlSJLBx0CwfD_tPTQJ1hplURgS0FxEvr2JemhnePHDMwngSxLGnIYJzM5RI1mOIcYc067bHHnkvOMZpq0l5TZRiE_jUMJI5E13kzeKI-O3O8eUav_fOd3Losq9djAYCwipZ6aSm0dlnDetssV9B5oBpofj4f6WwCa88pleWunUkHPx95W0AcWyVVu637Jffu8xWvqJeauztsKZGORj376J6APZhzRW0Qgu1XpPwyN3jly8PSVFxrxGT30cOnt0q68qMSVhcEgp3TrnL5ef--BvgMAAP__PdZZow__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMSHKtIbI$
9,Intent to Respond Date,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMj8Fq8zAQhJ9mfRTrlWzLBx0CwfD_tPTQJ1hppURgS0FxEvr2JemhnePHDMwnjkaW0EXXT2ayiBpNd3YD9gMnmRN7mZKdCUfSPkXj9aD9ZLvseqLRzGaajZrRkv3dI2r1n-_8znlVuaQKBn0WyeVUVahbt7rzvl-uoA9AC9DyeDzU3wLQEjfO61s95QJ6Sa1uoI8sEovctsMa2_5589fQso9NnfcNaPRZPtrpn4A-mr7HeUQEGvci7Yeh0YMlC09feaEenzFdc5dWL_XKqwpcWBgMcgi3xuHr9ffu6DsAAP__AztZbQ__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMdpSCUCE$
10,Watermain Relining Program,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMzsFqhDAQxvGniccwmcQkHnJYWISWlh76BGMmqwE1Et2Vvn3pXrrXj-8PPw5oiWOTgnLGeQANpplCC8qpRM7piNCiQWKy0HbWJ_adwSYHhWhNZ1xnZAce_X8PoOU7PeiT8izzeivCwJCZ8zoWGcvSzGE6jm0X-iKwF9if5ylfDwL7tFCeP8qYV6H7Wy2L0Nch82VO9fi-D3useUhVTsci0A6Zv-r4xkJflfojIAq0x8r1uRkwGhF9U8NWy1Z2mmWklZiEAYrxXin-PGGPgL8BAAD__2jiUfo__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMSPMTHfh$
11,614-25-RFT,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMzsFqhDAQxvGniccwmcQkHnJYWISWlh76BGMmqwE1Et2Vvn3pXrrXj-8PPw5oiWOTgnLGeQANpplCC8qpRM7piNCiQWKy0HbWJ_adwSYHhWhNZ1xnZAce_X8PoOU7PeiT8izzeivCwJCZ8zoWGcvSzGE6jm0X-iKwF9if5ylfDwL7tFCeP8qYV6H7Wy2L0Nch82VO9fi-D3useUhVTsci0A6Zv-r4xkJflfojIAq0x8r1uRkwGhF9U8NWy1Z2mmWklZiEAYrxXin-PGGPgL8BAAD__2jiUfo__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMSPMTHfh$
12,Addendum 2 - Questions and Answers,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMj8Fq8zAQhJ9mfRTSSrHsgw6BYPh_WnroE6y0ciKwJSPbMX374vTQznH4Br5hhy1xaKJT1thOSi1N83Beja3HyL1iG3uljbe2UyaqS4iXcBmb5BRia3pjeyN62WH3u5dSi__0pHdKk0h5LGCkT8wp34sIZW4m99i2ZQV9BRwAh-M4xF8AcIgzpemt3FMGPYy1zKBvxBwz7_N1inX73P0aavKxisc2A7Y-8Ue9_2PQN6VOD0TAdstcX52RRiNiB-df_sHkGd1Ut9SylJUmESgTExhJIeyVwtfL9-nwOwAA____wllb__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMbZ37gJv$
13,In-Country Recruitment Services for Middle East,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqhDAQQL9mPIbJJDuaQw4Li9DS0kO_YJLoGlAj0V3p3xfaQ3t9vAcveWJJsRm8bm3bIRq0zeRFM4_RIRseHYsJwaZWpOULahaSJntNxNbZ1lnlsKPur0c06lWe8i55VnkdC1gMOaW83ouKZWlmPx3HtoO5AvVA_Xme6r8A1A-L5Pmt3PMKph9rWcDcQk7XeajH5yPsseYwVDUdCxCHnD7q_SWBuWmNaC5ogPhYU_1liEida6rfatnKLrOKskoSsCgxPqrEr5-vp6fvAAAA___JkFKE__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMf2I9Ge_$
14,RM25-26,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqhDAQQL9mPIbJJDuaQw4Li9DS0kO_YJLoGlAj0V3p3xfaQ3t9vAcveWJJsRm8bm3bIRq0zeRFM4_RIRseHYsJwaZWpOULahaSJntNxNbZ1lnlsKPur0c06lWe8i55VnkdC1gMOaW83ouKZWlmPx3HtoO5AvVA_Xme6r8A1A-L5Pmt3PMKph9rWcDcQk7XeajH5yPsseYwVDUdCxCHnD7q_SWBuWmNaC5ogPhYU_1liEida6rfatnKLrOKskoSsCgxPqrEr5-vp6fvAAAA___JkFKE__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMf2I9Ge_$
15,Delivery of Boréal Employment Navigation Model,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjk1rxCAQQH_N5Cjj6Op68LCwBFpaeugvGDUfQhKDcTf03xf20l4f78FLngyn2A1eWm2viAp1N3t9idpiHIOyhqU1hOSUoeRcHAdL1GUviYx22jotHF7p-tcjKvHOT_7kvIi8jQU0hpxS3qYiYlm7xc-t7QeoG1AP1J_nKf4LQP2wcl4-ypQ3UP1YywrqHnK6LUNt349wxJrDUMXcViATcvqq01sCddcSFV6kAzJtS_XFJCKioa76vZa9HLyIyBsnBo0c46Ny_Hl9PT39BgAA__9TN1IB__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMVnKQ4SH$
16,CB25-06,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjk1rxCAQQH_N5Cjj6Op68LCwBFpaeugvGDUfQhKDcTf03xf20l4f78FLngyn2A1eWm2viAp1N3t9idpiHIOyhqU1hOSUoeRcHAdL1GUviYx22jotHF7p-tcjKvHOT_7kvIi8jQU0hpxS3qYiYlm7xc-t7QeoG1AP1J_nKf4LQP2wcl4-ypQ3UP1YywrqHnK6LUNt349wxJrDUMXcViATcvqq01sCddcSFV6kAzJtS_XFJCKioa76vZa9HLyIyBsnBo0c46Ny_Hl9PT39BgAA__9TN1IB__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMVnKQ4SH$
17,Market Sounding for ESR Program Market Approach Strategy,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqhDAQQL8mHsNkMqvmkMPCIrS09NAvmGTiGlAj0V3p3xf20l4f78ETjy1LbJI3HXU9gAVqJu8McjStFUqhgyS9k9FSstakSGbsm-wNYkuOOkfaQY_9Xw9g9Ts_-ZPzrPM6FkUQskhe70XHsjSzn45j25W9KhwUDud56v-CwiEtnOePcs-rssNYy6LsLWS5zqke34-wx5pDqno6FoVtyPJV72-i7I0MdHQxF4XtsUp9MQOA4LCpfqtlKzvPOvLKwoqAY3xUjj-vr6fH3wAAAP___ZNSxA__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMd_x0I75$
18,RFI-2025-AFPC-156,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqhDAQQL8mHsNkMqvmkMPCIrS09NAvmGTiGlAj0V3p3xf20l4f78ETjy1LbJI3HXU9gAVqJu8McjStFUqhgyS9k9FSstakSGbsm-wNYkuOOkfaQY_9Xw9g9Ts_-ZPzrPM6FkUQskhe70XHsjSzn45j25W9KhwUDud56v-CwiEtnOePcs-rssNYy6LsLWS5zqke34-wx5pDqno6FoVtyPJV72-i7I0MdHQxF4XtsUp9MQOA4LCpfqtlKzvPOvLKwoqAY3xUjj-vr6fH3wAAAP___ZNSxA__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMd_x0I75$
19,"Request for Qualification & Quotation - Cost Assurance and Verification Services for Stations, Rail and Systems for Eglinton Crosstown West Extension (ECWE) Project",https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqhDAQQL8mHsNkEhM95LCwCC0tPfQLJpOoATUS3ZX-fWEv7fXxHrzo0VLkJnnljOsANJhm9lZxYgZFIwIR2eT6QIoVOmda51KTvUK0pjeuN7KHDru_HkDLd3rSJ-VF5m0swkDIMeZtKpLL2ix-Ps_9EPomcBA4XNcl_wsCh7RSXj7KlDehh7GWVeh7yPG2pHp-P8LBNYdU5XyuAm3I8atOb1Hou1HgTKtagfbcYn0xBYDQ9U31ey17OWiRTBtFEgaI-VGJf15fT4-_AQAA__8iclLp__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMafGnlgc$
20,RQQ-2024-CPCM-916,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqhDAQQL8mHsNkEhM95LCwCC0tPfQLJpOoATUS3ZX-fWEv7fXxHrzo0VLkJnnljOsANJhm9lZxYgZFIwIR2eT6QIoVOmda51KTvUK0pjeuN7KHDru_HkDLd3rSJ-VF5m0swkDIMeZtKpLL2ix-Ps_9EPomcBA4XNcl_wsCh7RSXj7KlDehh7GWVeh7yPG2pHp-P8LBNYdU5XyuAm3I8atOb1Hou1HgTKtagfbcYn0xBYDQ9U31ey17OWiRTBtFEgaI-VGJf15fT4-_AQAA__8iclLp__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMafGnlgc$
21,Study and Evaluation of Mental Health Anti-Stigma Strategy,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqhDAQQL8mHsM4MyabQw4Li9DS0kO_YEyyGlAj0V3p3xf20l4f78GLHo3E0CTfWrYXAAJuJh_Jua67GwMOkm2t2IQSjGMnlKhzTfYtomHH1rF2cMHLXw9A-l2e8il51nm9F8Uw5BjzOhYdytLMfjqObVd0Vdgr7M_z1P8FhX1aJM8fZcyrov5ey6LoNuR4nVM9vh_DHmoeUtXTsSg0Q45fdXyLim7ctmA7BIXmWGN9MbTcMQE11W-1bGWXWQdZJYpikBAeVcLPa-zp8TcAAP__slVSVA__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMQl2oc6e$
22,Tender 20682,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqhDAQQL8mHsM4MyabQw4Li9DS0kO_YEyyGlAj0V3p3xf20l4f78GLHo3E0CTfWrYXAAJuJh_Jua67GwMOkm2t2IQSjGMnlKhzTfYtomHH1rF2cMHLXw9A-l2e8il51nm9F8Uw5BjzOhYdytLMfjqObVd0Vdgr7M_z1P8FhX1aJM8fZcyrov5ey6LoNuR4nVM9vh_DHmoeUtXTsSg0Q45fdXyLim7ctmA7BIXmWGN9MbTcMQE11W-1bGWXWQdZJYpikBAeVcLPa-zp8TcAAP__slVSVA__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMQl2oc6e$
23,Consulting Services - Preparation of Report on Management of Chemicals in Wastes,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqhDAQQL8mHsNkMiZ6yGFhEVpaeugXJDO6G1Aj0V3p3xf20l4f78GTgC4KN2MwnnwHYIGae0BhQDKT6TtnmdJExnci3gG3DJSaHAyio558T7qHDru_HsDq9_iMnzHPOq9TUQQpi-T1VjSXpZnD_Ti2XdmLwkHhcJ6n_i8oHMYl5vmj3PKq7DDVsih7TVku81iP70faueY0Vn0_FoUuZfmqtzdR9krGgG8RFLpjlfpi6KklC21Tw1bLVvY4a45rlKgIIvOjRv55jT0D_gYAAP__60pSlQ__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMbyM7rLy$
